Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
1162,7.35,0,Tierra FRASIER,2003,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",04 FEB 2022,1101
1162,7.35,0,Michaela FRANCOIS,2003,USA,5,"Sports Performance Center, Lubbock, TX (USA) (i)",11 FEB 2022,1101
1162,7.35,0,Guðbjörg Jóna BJARNADÓTTIR,24 DEC 2001,ISL,1f1,"Aarhus Atletik og Løbeakademi, Århus (DEN) (i)",25 JAN 2023,1101
1162,7.35,0,Lucy-may SLEEMAN,24 MAY 2004,IRL,1er1,"AIT International Arena, Athlone (IRL) (i)",29 JAN 2023,1101
1162,7.35,0,Antonia DELLERT,12 APR 2002,GER,1,"Glaspalast, Sindelfingen (GER) (i)",04 FEB 2023,1101
1162,7.35,0,Huixin MA,09 AUG 2003,CHN,2f2,Shaanxi Zhangba Trainig Center (CHN) (i),11 FEB 2023,1101
1162,7.35,0,Kitana BURGARD,2003,USA,2h1,"Convention Center, Albuquerque, NM (USA) (i)",11 FEB 2023,1101
1162,7.35,0,Kayla BONNICK,17 JUL 2001,JAM,3h3,"Norton Sports Center, Louisville, KY (USA) (i)",24 FEB 2023,1101
1162,7.35,0,Lauryn TAYLOR,2002,USA,1,"Mackal Fieldhouse, Kingston, RI (USA) (i)",26 FEB 2023,1101
1162,7.35,0,Liana TYSON,,USA,5,"Norton Sports Center, Louisville, KY (USA) (i)",27 JAN 2024,1101
1162,7.35,0,Mia WILD,11 JUL 2006,CRO,1,"Atletska dvorana, Beograd (SRB) (i)",04 FEB 2024,1101
1162,7.35,0,Lucie JEAN CHARLES,02 AUG 1998,FRA,5,"Stadium Miramas Métropole, Miramas (FRA) (i)",17 FEB 2024,1101
1162,7.35,0,Ivana ILIĆ,08 JUN 2002,SRB,1,"Atletska dvorana, Beograd (SRB) (i)",17 FEB 2024,1101
1162,7.35,0,Antoinette VAN DER MERWE,27 JAN 2001,RSA,1h1,"The Track at New Balance, Boston, MA (USA) (i)",23 FEB 2024,1101
1162,7.35,0,Alyson BELL,09 NOV 2003,GBR,1,"EIS Don Valley Stadium, Sheffield (GBR) (i)",23 FEB 2024,1101
1162,7.35,0,Joyasia SMITH,,USA,2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2024,1101
1162,7.35,0,Sherin KIMUANGA,20 JUN 2006,GER,1,"Helmut-Körnig-Halle, Dortmund (GER) (i)",24 FEB 2024,1101
1162,7.35,0,Qun LIU,23 AUG 1997,CHN,3f2,Xi'an (CHN) (i),03 MAR 2024,1101
1162,7.35,0,Shuping HUANG,09 FEB 2003,CHN,2,"Tuanbo Sports Center, Tianjin (CHN) (i)",31 MAR 2024,1101
1243,7.36,0,Christiane KRAUSE,14 DEC 1950,FRG,5,"Ahoy, Rotterdam (NED) (i)",11 MAR 1973,1097
1243,7.36,0,Magali MARTIN,18 JUL 1960,FRA,4sf2,"Arena Stade Couvert, Liévin (FRA) (i)",22 FEB 1987,1097
1243,7.36,0,Marina PAHIRKO,1971,URS,,Panevėžys (LTU) (i),09 FEB 1989,1097
1243,7.36,0,Melinda GAINSFORD,01 OCT 1971,AUS,3h1,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1097
1243,7.36,0,Hana BENEŠOVÁ,19 APR 1975,CZE,h2,Wien (AUT) (i),06 FEB 1994,1097
1243,7.36,0,Dahlia DUHANEY,20 JUL 1970,JAM,3,Chemnitz (GER) (i),26 JAN 1996,1097
1243,7.36,0,Geraldine MCLEOD,24 SEP 1971,GBR,2,Birmingham (GBR) (i),03 FEB 1996,1097
1243,7.36,0,Juan BALL,08 MAR 1972,USA,sf,"Atlanta, GA (USA) (i)",02 MAR 1996,1097
1243,7.36,0,Yelena KOLESNIKOVA,08 FEB 1974,RUS,sf,Moskva (RUS) (i),13 FEB 1998,1097
1243,7.36,0,Katia BENTH,16 NOV 1975,FRA,sf,Bordeaux (FRA) (i),15 FEB 1998,1097
1243,7.36,0,Danfeng CUI,10 JAN 1977,CHN,1,Beijing (CHN) (i),25 FEB 1998,1097
1243,7.36,0,Anna VOSKANYAN,11 OCT 1977,RUS,2,Moskva (RUS) (i),06 JAN 1999,1097
1243,7.36,0,Aspen BURKETT,08 MAR 1976,USA,1,Air Force Academy (USA) (i),09 JAN 1999,1097
1243,7.36,0,Eunice BARBER,17 NOV 1974,FRA,1,Liévin (FRA) (i),13 JAN 2000,1097
1243,7.36,0,Janine WHITLOCK,11 AUG 1973,GBR,3,Birmingham (GBR) (i),29 JAN 2000,1097
1243,7.36,0,Shelly-Ann BROWN,15 MAR 1980,CAN,1h3,"Lincoln, NE (USA) (i)",23 FEB 2001,1097
1243,7.36,0,Cydonie MOTHERSILL,19 MAR 1978,CAY,1h2,"Fayetteville, AR (USA) (i)",14 FEB 2003,1097
1243,7.36,0,Illia MILES,11 JAN 1982,USA,1h1,"Blacksburg, VA (USA) (i)",15 FEB 2003,1097
1243,7.36,0,Delphine COMBE,06 DEC 1974,FRA,2sf1,Clermont-Ferrand (FRA) (i),01 MAR 2003,1097
1243,7.36,0,LaShauntea MOORE,31 JUL 1983,USA,2,"Carbondale, IL (USA) (i)",08 MAR 2003,1097
1243,7.36,0,Aurelia TRYWIAŃSKA-KOLLASCH,09 MAY 1976,POL,2h1,"Ames, IA (USA) (i)",12 DEC 2003,1097
1243,7.36,0,Priya HOZE,30 MAR 1983,USA,2h1,"Ames, IA (USA) (i)",12 DEC 2003,1097
1243,7.36,0,Elvira PANČIĆ,14 MAY 1980,SCG,1,Budapest (HUN) (i),31 JAN 2004,1097
1243,7.36,0,Nolle GRAHAM,12 SEP 1981,JAM,1,"New York, NY (USA) (i)",26 DEC 2004,1097
1243,7.36,0,Juanhong ZHU,05 DEC 1985,CHN,1h2,Shanghai (CHN) (i),19 FEB 2005,1097
1243,7.36,0,Nikki MARTIN,24 FEB 1985,USA,2,"Flagstaff, AZ (USA) (i)",27 JAN 2006,1097
1243,7.36,0,Emily MAHER,02 MAY 1981,IRL,3,Belfast (GBR) (i),19 FEB 2006,1097
1243,7.36,0,Akiba MCKINNEY,09 MAR 1979,USA,3,"Flagstaff, AZ (USA) (i)",03 FEB 2007,1097
1243,7.36,0,Jing WANG,26 MAR 1988,CHN,2,Shanghai (CHN) (i),26 JAN 2008,1097
1243,7.36,0,Anja WURM,05 JAN 1982,GER,2,Sindelfingen (GER) (i),23 FEB 2008,1097
1243,7.36,0,Folake AKINYEMI,31 MAR 1990,NOR,3f1,Florø (NOR) (i),21 FEB 2009,1097
1243,7.36,0,Jessica ENNIS-HILL,28 JAN 1986,GBR,1,Sheffield (GBR) (i),16 JAN 2010,1097
1243,7.36,0,Alie ISRAEL,23 MAY 1983,USA,2h1,"Chapel Hill, NC (USA) (i)",23 JAN 2010,1097
1243,7.36,0,Shana-Kaye WRIGHT,22 DEC 1986,JAM,3f6,"Lincoln, NE (USA) (i)",19 FEB 2010,1097
1243,7.36,0,Ashton PURVIS,12 JUL 1992,USA,1,"New York, NY (USA) (i)",14 MAR 2010,1097
1243,7.36,0,Olha DANIV-ANDREYEVA,14 MAY 1985,UKR,4f2,Zaporozhye (UKR) (i),27 JAN 2011,1097
1243,7.36,0,Andreea OGRĂZEANU,24 MAR 1990,ROU,1h1,Bucureşti (ROU) (i),18 FEB 2011,1097
1243,7.36,0,Tiffani MCREYNOLDS,04 DEC 1991,USA,5,"Lincoln, NE (USA) (i)",26 FEB 2011,1097
1243,7.36,0,Ogechi NWANERI,15 APR 1991,USA,2,"Blacksburg, VA (USA) (i)",03 FEB 2012,1097
1243,7.36,0,Ana Claudia LEMOS,06 NOV 1988,BRA,6sf2,"Ataköy Arena, Istanbul (TUR) (i)",11 MAR 2012,1097
1243,7.36,0,Isatu FOFANAH,13 APR 1993,CAN,1,"Flagstaff, AZ (USA) (i)",19 JAN 2013,1097
1243,7.36,0,Luise HOLLENDER,1992,GER,1,Berlin (GER) (i),02 FEB 2013,1097
1243,7.36,0,Asia GOODEN,17 FEB 1992,USA,3f2,"Albuquerque, NM (USA) (i)",08 FEB 2013,1097
1243,7.36,0,Ellen SPRUNGER,05 AUG 1986,SUI,1,Magglingen (SUI) (i),16 FEB 2013,1097
1243,7.36,0,Eva LUBBERS,06 FEB 1992,NED,3,Apeldoorn (NED) (i),17 FEB 2013,1097
1243,7.36,0,Yanbing ZHOU,12 NOV 1996,CHN,1h13,Xianlin (CHN) (i),23 FEB 2017,1097
1243,7.36,0,Ranee RICKETTS,,JAM,1h4,"South Bend, IN (USA) (i)",24 FEB 2017,1097
1243,7.36,0,Krystal SPARLING,15 JAN 1997,USA,1h5,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",03 MAR 2017,1097
1243,7.36,0,Tu Chinh LE,04 JUL 1997,VIE,2,Ashgabat (TKM) (i),19 SEP 2017,1097
1243,7.36,0,Kamila CIBA,29 MAR 1995,POL,1,Toruń (POL) (i),27 JAN 2018,1097
1243,7.36,0,Maya CODY,1997,USA,1,"Columbia, MO (USA) (i)",16 FEB 2018,1097
1243,7.36,0,Viktoria DÖNICKE,06 MAR 1999,GER,1,Chemnitz (GER) (i),19 JAN 2019,1097
1243,7.36,0,Fatou SOWE,09 NOV 1993,GAM,1f1,Göteborg (SWE) (i),02 FEB 2019,1097
1243,7.36,0,Yuting LI,03 MAY 2002,CHN,2f2,Nanjing (CHN) (i),23 FEB 2019,1097
1243,7.36,0,Ama PIPI,26 NOV 1995,GBR,2f1,"Lee Valley Athletics Centre, London (GBR) (i)",19 JAN 2020,1097
1243,7.36,0,Kelisa CAIN,,USA,2,"Armory Track&Field Center, New York, NY (USA) (i)",24 JAN 2020,1097
1243,7.36,0,Kamaya DUBOSE-EPPS,1999,USA,7,"Sports Performance Center, Lubbock, TX (USA) (i)",31 JAN 2020,1097
1243,7.36,0,Nasrane BACAR,17 JAN 1992,FRA,1,"Salle Maryvonne Dupureur, St-Brieuc (FRA) (i)",09 FEB 2020,1097
1243,7.36,0,Germaine ABESSOLO BIVINA,09 MAY 1990,CMR,2,"Salle Maryvonne Dupureur, St-Brieuc (FRA) (i)",09 FEB 2020,1097
1243,7.36,0,Keosha SANDERS,1998,USA,3,"Convention Center, Albuquerque, NM (USA) (i)",14 FEB 2020,1097
1243,7.36,0,Kayla FOY,,USA,2sf1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",14 FEB 2020,1097
1243,7.36,0,Shadajah BALLARD,01 APR 2001,USA,4h3,"Gilliam Indoor Track, College Station, TX (USA) (i)",28 FEB 2020,1097
1243,7.36,0,Devine PARKER,02 SEP 2000,BAH,2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",29 FEB 2020,1097
1243,7.36,0,Lilly KADEN,06 SEP 2001,GER,5h1,"ISS Dome, Düsseldorf (GER) (i)",31 JAN 2021,1097
1243,7.36,0,Latifa ALI,15 DEC 1998,GHA,4,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",06 FEB 2021,1097
1243,7.36,0,Tina MARTIN,,USA,1,"Harvard-Gordon Track and Tennis, Cambridge, MA (USA) (i)",04 FEB 2022,1097
1243,7.36,0,Nzubechi Grace NWOKOCHA,07 APR 2001,NGR,3sf2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",11 FEB 2022,1097
1243,7.36,0,Hanae AOYAMA,26 AUG 2002,JPN,1h1,"Osaka Castle Hall, Osaka (JPN) (i)",13 MAR 2022,1097
1243,7.36,0,Valentine Vanessa LONTENG,14 FEB 2005,INA,3h1,Nur-Sultan (KAZ) (i),10 FEB 2023,1097
1243,7.36,0,Cassie-Ann PEMBERTON,24 JUL 2001,GBR,6,"Utilita Arena Birmingham, Birmingham (GBR) (i)",18 FEB 2023,1097
1243,7.36,0,Ulanda LEWIS,09 DEC 2004,VIN,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",19 FEB 2023,1097
1243,7.36,0,Ockera MYRIE,01 NOV 1999,JAM,2h2,"Norton Sports Center, Louisville, KY (USA) (i)",24 FEB 2023,1097
1243,7.36,0,Anastasiya ROMANOVA,25 SEP 1999,RUS,3,"LFK CSKA, Moskva (RUS) (i)",03 MAR 2023,1097
1243,7.36,0,Masai RUSSELL,17 JUN 2000,USA,2h1,"Norton Sports Center, Louisville, KY (USA) (i)",12 JAN 2024,1097
1243,7.36,0,Leonie ASHMEADE,26 JAN 2001,GBR,3,"Atletická hala - stadion Střelnice, Jablonec nad Nisou (CZE) (i)",20 JAN 2024,1097
1243,7.36,0,Alice PAGLIARINI,01 MAR 2006,ITA,2f1,"Palaindoor Ancona, Ancona (ITA) (i)",20 JAN 2024,1097
1243,7.36,0,Asjah HARRIS,,USA,3,"Convention Center, Albuquerque, NM (USA) (i)",27 JAN 2024,1097
1243,7.36,0,Elena GUIU,16 JUN 2004,ESP,1sf1,"Centro de Tecnificación de Atletismo, Antequera (ESP) (i)",03 FEB 2024,1097
1243,7.36,0,Lizveta TRATSIAK,03 JAN 2002,BLR,2,"Olimpiyets Arena, Mogilyov (BLR) (i)",03 FEB 2024,1097
1243,7.36,0,Rajer GURODE,,USA,2h2,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1097
1243,7.36,0,Aniyah BIGAM,2004,USA,6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",09 FEB 2024,1097
1243,7.36,0,Patience Knowledge OMOVOH,01 OCT 2000,NGR,4,"Convention Center, Albuquerque, NM (USA) (i)",10 FEB 2024,1097
1243,7.36,0,Michelle DE SILVA,21 DEC 1999,SWE,2,"Eva Lisa Holtz Arena, Karlstad (SWE) (i)",17 FEB 2024,1097
1243,7.36,0,Isabel POSCH,28 FEB 2000,AUT,1h1,"TipsArena, Linz (AUT) (i)",17 FEB 2024,1097
1243,7.36,0,Somiyah BRAGGS,2005,USA,2h3,"The Track at New Balance, Boston, MA (USA) (i)",23 FEB 2024,1097
1243,7.36,0,Olivia LUNDBERG,2006,SWE,1,"Tybblelundshallen, Örebro (SWE) (i)",25 FEB 2024,1097
1243,7.36,0,Mengyi TAN,05 SEP 2002,CHN,4f2,Xi'an (CHN) (i),03 MAR 2024,1097
1243,7.36,0,Yanting CAI,11 NOV 2000,CHN,1,"Jiangsu Sports Bureau Training Center, Nanjing (CHN) (i)",16 MAR 2024,1097
1243,7.36,0,Chao DING,13 JAN 1996,CHN,4,"Tuanbo Sports Center, Tianjin (CHN) (i)",31 MAR 2024,1097
1345,7.37,0,Doris SELMIGKEIT,25 AUG 1952,GDR,3sf2,"Ahoy, Rotterdam (NED) (i)",11 MAR 1973,1094
1345,7.37,0,Cornelia FEUERBACH-UHLRICH,26 APR 1963,GDR,3,Jablonec (TCH) (i),28 JAN 1984,1094
1345,7.37,0,Joan BAPTISTE,12 OCT 1959,GBR,2h1,"Arena Stade Couvert, Liévin (FRA) (i)",22 FEB 1987,1094
1345,7.37,0,Lydia DE VEGA,26 DEC 1964,PHI,1,Osaka (JPN) (i),11 FEB 1988,1094
1345,7.37,0,Erzsébet ECSEKINÉ JUHÁSZ,1958,HUN,4,Budapest (HUN) (i),28 FEB 1988,1094
1345,7.37,0,Sara WÜEST,04 AUG 1969,SUI,3h3,"Palazzo dello Sport, Genova (ITA) (i)",29 FEB 1992,1094
1345,7.37,0,Huei-Chen WANG,21 FEB 1970,TPE,3h5,"Palau Sant Jordi, Barcelona (ESP) (i)",10 MAR 1995,1094
1345,7.37,0,Jiankui YAN,19 MAR 1976,CHN,2,Beijing (CHN) (i),24 FEB 1996,1094
1345,7.37,0,Tina SCHÖNMETZLER,1971,GER,1,München (GER) (i),15 FEB 1997,1094
1345,7.37,0,Katharine MERRY,21 SEP 1974,GBR,1,Birmingham (GBR) (i),07 FEB 1999,1094
1345,7.37,0,Heather SUMPTER,12 NOV 1977,USA,h,"Fayetteville, AR (USA) (i)",26 FEB 2000,1094
1345,7.37,0,Kerine BLACK,05 MAR 1977,JAM,1h1,"Houston, TX (USA) (i)",23 FEB 2001,1094
1345,7.37,0,Tulia ROBINSON,04 DEC 1979,JAM,2h3,"Lexington, KY (USA) (i)",24 FEB 2001,1094
1345,7.37,0,Yannoula KAFETZI,30 MAY 1976,GRE,,Pireaus (GRE) (i),23 FEB 2002,1094
1345,7.37,0,Perdita FELICIEN,29 AUG 1980,CAN,1h2,"University Park, PA (USA) (i)",23 FEB 2002,1094
1345,7.37,0,Melocia CLARKE,03 APR 1979,JAM,1,"West Lafayette, IN (USA) (i)",18 JAN 2003,1094
1345,7.37,0,Kimesha OTEY,28 MAY 1981,USA,2h1,"Blacksburg, VA (USA) (i)",15 FEB 2003,1094
1345,7.37,0,Erica WHIPPLE,04 DEC 1982,USA,2,"Ames, IA (USA) (i)",08 MAR 2003,1094
1345,7.37,0,Marilia GREGORIOU,13 FEB 1980,CYP,1,Peania (GRE) (i),31 JAN 2004,1094
1345,7.37,0,Aleksandra ANTONOVA,24 MAR 1980,RUS,5,Moskva (RUS) (i),17 FEB 2004,1094
1345,7.37,0,Nana NIU,20 MAY 1983,CHN,1,Tianjin (CHN) (i),18 FEB 2004,1094
1345,7.37,0,Enikő SZABÓ,10 NOV 1979,HUN,5,Chemnitz (GER) (i),27 FEB 2004,1094
1345,7.37,0,Wiande MOORE,24 NOV 1983,USA,1,"Houston, TX (USA) (i)",21 JAN 2005,1094
1345,7.37,0,Nastassia SHULIAK,23 MAY 1983,BLR,3,Minsk (BLR) (i),28 JAN 2005,1094
1345,7.37,0,Amandi RHETT,29 JUN 1982,USA,7,"Boston, MA (USA) (i)",27 FEB 2005,1094
1345,7.37,0,Katja TENGEL,27 SEP 1981,GER,6,"Schleyer Halle, Stuttgart (GER) (i)",03 FEB 2007,1094
1345,7.37,0,Sari EERO,06 APR 1985,FIN,2,Rovaniemi (FIN) (i),18 FEB 2007,1094
1345,7.37,0,Lashonda DAVIS,,USA,1,"Akron, OH (USA) (i)",24 FEB 2007,1094
1345,7.37,0,Shola OGUNDEMI,24 DEC 1985,NGR,1f2,Athina (GRE) (i),13 FEB 2008,1094
1345,7.37,0,Hanna MARIEN,16 MAY 1982,BEL,1,Gent (BEL) (i),17 FEB 2008,1094
1345,7.37,0,Ashlee KIDD,26 JUL 1985,USA,3f1,"Lexington, KY (USA) (i)",17 JAN 2009,1094
1345,7.37,0,Yelizaveta BRYZGINA,28 NOV 1989,UKR,1f1,Sumy (UKR) (i),18 FEB 2009,1094
1345,7.37,0,Xianping HA,15 OCT 1990,CHN,1f2,Shanghai (CHN) (i),18 FEB 2009,1094
1345,7.37,0,Tanja MITIĆ,19 AUG 1983,SRB,1f1,Budapest (HUN) (i),23 JAN 2010,1094
1345,7.37,0,Eline BERINGS,28 MAY 1986,BEL,1h4,Gent (BEL) (i),21 FEB 2010,1094
1345,7.37,0,Toshika SYLVESTER,03 DEC 1991,USA,3f1,"New York, NY (USA) (i)",04 FEB 2011,1094
1345,7.37,0,Terra EVANS,07 OCT 1989,USA,3h1,"Fayetteville, AR (USA) (i)",11 FEB 2011,1094
1345,7.37,0,Amparo María COTÁN,13 MAY 1988,ESP,2,Valencia (ESP) (i),20 FEB 2011,1094
1345,7.37,0,Dominique LAUDERDALE,28 AUG 1989,USA,1,"Seattle, WA (USA) (i)",05 MAR 2011,1094
1345,7.37,0,Shanae ROACH,1989,USA,2,"Ames, IA (USA) (i)",05 MAR 2011,1094
1345,7.37,0,Britanya NORWOOD,,USA,2f1,"Azusa, CA (USA) (i)",18 FEB 2012,1094
1345,7.37,0,Ciara SIMMS,11 MAR 1993,USA,1,"Blacksburg, VA (USA) (i)",03 MAR 2012,1094
1243,7.36,0,Alyssa MCCLURE,21 JAN 1992,USA,3,"Blacksburg, VA (USA) (i)",23 FEB 2013,1097
1243,7.36,0,Germe POSTON,07 JAN 1992,USA,3f1,"Albuquerque, NM (USA) (i)",15 FEB 2014,1097
1243,7.36,0,Yekaterina SMIRNOVA,08 SEP 1988,RUS,1,Moskva (RUS) (i),17 FEB 2014,1097
1243,7.36,0,Éva KAPTUR,15 NOV 1987,HUN,2f1,Budapest (HUN) (i),21 FEB 2015,1097
1243,7.36,0,Petra URBÁNKOVÁ,26 OCT 1991,CZE,1,Praha (CZE) (i),21 FEB 2015,1097
1243,7.36,0,Daye Shon ROBERSON,03 JUL 1995,USA,1f1,"Norman, OK (USA) (i)",16 JAN 2016,1097
1243,7.36,0,Chidera OBASIH,05 APR 1993,USA,1,"Cedar Falls, IA (USA) (i)",30 JAN 2016,1097
1243,7.36,0,Shara PROCTOR,16 SEP 1988,GBR,3,Łódź (POL) (i),05 FEB 2016,1097
1243,7.36,0,Ravin GILBERT,17 APR 1994,USA,1,"Birmingham, AL (USA) (i)",23 FEB 2016,1097
1243,7.36,0,Destinee BROWN,06 JUL 1994,USA,1h5,"Seattle, WA (USA) (i)",26 FEB 2016,1097
1243,7.36,0,Zainab SANNI,20 JAN 1995,USA,2h3,"Ames, IA (USA) (i)",26 FEB 2016,1097
1243,7.36,0,Anniina KORTETMAA,09 JAN 1995,FIN,1,Kuopio (FIN) (i),27 JAN 2017,1097
1243,7.36,0,Cristina LARA,05 AUG 1995,ESP,1sf2,Salamanca (ESP) (i),18 FEB 2017,1097
1345,7.37,0,Reyare THOMAS,23 NOV 1987,TTO,1,"Charleston, IL (USA) (i)",03 MAR 2012,1094
1345,7.37,0,Dominique KIMPEL,06 FEB 1993,USA,1h4,"Charleston, IL (USA) (i)",03 MAR 2012,1094
1345,7.37,0,Destinee GAUSE,04 APR 1994,USA,1h2,"Lincoln, NE (USA) (i)",01 FEB 2013,1094
1345,7.37,0,Ilenia DRAISCI,13 JUL 1989,ITA,2f1,Ancona (ITA) (i),17 FEB 2013,1094
1345,7.37,0,Simbi LAARO,,USA,1,"Milwaukee, WI (USA) (i)",22 FEB 2014,1094
1345,7.37,0,Cindy OFILI,05 AUG 1994,USA,1h3,"Geneva, OH (USA) (i)",28 FEB 2014,1094
1345,7.37,0,Hayley WARREN,1991,CAN,1,"Ithaca, NY (USA) (i)",06 DEC 2014,1094
1345,7.37,0,Nooralotta NEZIRI,09 NOV 1992,FIN,1,Turku (FIN) (i),06 JAN 2015,1094
1345,7.37,0,Mariya MOKROVA,01 MAY 1991,UKR,1,Kyiv (UKR) (i),08 JAN 2016,1094
1345,7.37,0,A'Keyla MITCHELL,25 OCT 1995,USA,1,"Lawrence, KS (USA) (i)",15 JAN 2016,1094
1345,7.37,0,Nicola GILBERT,12 MAR 1985,GBR,1h2,Wien (AUT) (i),30 JAN 2016,1094
1345,7.37,0,Taylor EVANS,07 OCT 1989,USA,3f6,"Flagstaff, AZ (USA) (i)",19 FEB 2016,1094
1345,7.37,0,Basirah Sharifa NASIR,03 AUG 1999,BRN,4,Doha (QAT) (i),19 FEB 2016,1094
1345,7.37,0,Marrisa KURTIMAH,25 MAY 1994,CAN,1,"Cedar Falls, IA (USA) (i)",28 FEB 2016,1094
1345,7.37,0,Ornella LIVINGSTONE,19 MAY 1991,JAM,1h2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",11 MAR 2016,1094
1345,7.37,0,Kadejah SELLERS,25 MAY 1997,USA,2,"Cambridge, MA (USA) (i)",03 FEB 2017,1094
1345,7.37,0,Karolina ZAGAJEWSKA,05 APR 1993,POL,8,"Arena, Toruń (POL) (i)",10 FEB 2017,1094
1345,7.37,0,Shannon HYLTON,19 DEC 1996,GBR,1sf2,Sheffield (GBR) (i),11 FEB 2017,1094
1345,7.37,0,Brenessa THOMPSON,22 JUL 1996,GUY,4h4,"Nashville, TN (USA) (i)",24 FEB 2017,1094
1345,7.37,0,Kayelle CLARKE,28 FEB 1996,TTO,1h2,"Bloomington, IN (USA) (i)",08 DEC 2017,1094
1345,7.37,0,Cera CHAVEZ,,USA,1,"Nashville, TN (USA) (i)",10 FEB 2018,1094
1345,7.37,0,Whitney ROWE,19 SEP 1992,CAN,1f2,"Seattle, WA (USA) (i)",10 FEB 2018,1094
1345,7.37,0,Thai WILLIAMS,,USA,1,"Birmingham, AL (USA) (i)",22 FEB 2018,1094
1345,7.37,0,Rebecca TARBERT,,USA,1h4,"Flagstaff, AZ (USA) (i)",23 FEB 2018,1094
1345,7.37,0,Maroussia PARÉ,18 JUL 1996,FRA,1,Reims (FRA) (i),30 JAN 2019,1094
1345,7.37,0,Sarah RICHARD,02 APR 1998,FRA,1er2,Reims (FRA) (i),30 JAN 2019,1094
1345,7.37,0,Mariam OULARE,14 NOV 2002,BEL,2,Gent (BEL) (i),09 FEB 2019,1094
1345,7.37,0,Corinne HUMPHREYS,07 NOV 1991,GBR,2,Athlone (IRL) (i),13 FEB 2019,1094
1345,7.37,0,Klaudia SOROK,21 FEB 1998,HUN,1f1,Budapest (HUN) (i),16 FEB 2019,1094
1345,7.37,0,Zakiyya HASANOVA,25 AUG 1995,AZE,5,Istanbul (TUR) (i),16 FEB 2019,1094
1345,7.37,0,Cuiwei ZHU,30 JUN 2000,CHN,1f1,Nanjing (CHN) (i),19 FEB 2019,1094
1345,7.37,0,Shanice WILLIAMS,1996,CAN,1,"Kent, OH (USA) (i)",23 FEB 2019,1094
1345,7.37,0,Deborah GIFFARD,26 FEB 2000,FRA,1,"Pittsburg, KS (USA) (i)",02 MAR 2019,1094
1345,7.37,0,Gina AKPE-MOSES,25 FEB 1999,IRL,1,"Vieglatlētikas manēža, Kuldiga (LAT) (i)",18 JAN 2020,1094
1345,7.37,0,Henriette JÆGER,30 JUN 2003,NOR,1,"Bærum Idrettspark, Rud, Bærum (NOR) (i)",01 FEB 2020,1094
1345,7.37,0,Ayla STANISCLAUS,19 MAR 2000,TTO,1,"Convention Center, Albuquerque, NM (USA) (i)",01 FEB 2020,1094
1345,7.37,0,Genoiska CANCEL,21 NOV 1988,PUR,1,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",28 FEB 2020,1094
1345,7.37,0,DaJah PARKER-LOVE,1998,USA,2f2,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",12 FEB 2021,1094
1345,7.37,0,Kiana FOSTER,2001,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",23 FEB 2021,1094
1345,7.37,0,Jessica OZOUDE,23 OCT 1998,USA,1f1,"US Air Force Academy Cadet Field House, Colorado Springs, CO (USA) (i)",03 DEC 2021,1094
1345,7.37,0,Atena RAYSON,02 FEB 2002,JAM,1,"Northern Arizona-Skydome, Flagstaff, AZ (USA) (i)",14 JAN 2022,1094
1345,7.37,0,Haley BISHOP,,USA,1,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",15 JAN 2022,1094
1345,7.37,0,Iman BROWN,2002,USA,2h1,"The Podium, Spokane, WA (USA) (i)",15 JAN 2022,1094
1345,7.37,0,Leah ANDERSON,01 DEC 1999,JAM,1,"Armory Track&Field Center, New York, NY (USA) (i)",12 FEB 2022,1094
1345,7.37,0,Olesya SOLDATOVA,16 DEC 2002,RUS,2,"LFK CSKA, Moskva (RUS) (i)",25 FEB 2022,1094
1345,7.37,0,Kennedy GAMBLE,12 JAN 2000,USA,1f1,"Dempsey Indoor, Seattle, WA (USA) (i)",26 FEB 2022,1094
1345,7.37,0,Costanza DONATO,09 FEB 2000,ITA,3f1,"Palaindoor Ancona, Ancona (ITA) (i)",21 JAN 2023,1094
1345,7.37,0,Georgina ADAM,24 MAR 2000,GBR,2f1,"Aarhus Atletik og Løbeakademi, Århus (DEN) (i)",25 JAN 2023,1094
1345,7.37,0,Mudhawi ALSHAMMARI,25 APR 1998,KUW,2h1,"Osmangazi Atletizm Salonu, Bursa (TUR) (i)",28 JAN 2023,1094
1345,7.37,0,Elif POLAT,23 JAN 1999,TUR,1h2,"Osmangazi Atletizm Salonu, Bursa (TUR) (i)",28 JAN 2023,1094
